-0.0818031 -0.239836
0.314643 0.803084
0.339506 0.845184
0.395918 0.924481
-0.0422862 -0.156243
0.527931 0.977098
-0.259783 -0.766305
0.421797 0.940706
-0.833363 -0.463587
-0.856746 -0.422884
0.31291 0.857332
-0.034682 -0.0904724
0.248703 0.679693
-0.390697 -0.952239
0.287423 0.778755
0.0471286 0.192573
0.423935 0.949986
-0.41435 -0.957217
0.273597 0.728277
0.898638 0.294578
-0.652716 -0.923469
-0.0675013 -0.16581
-0.534983 -0.948303
0.777046 0.66208
-0.803482 -0.603468
0.57222 0.928335
0.405822 0.955478
-0.747673 -0.741279
-0.867997 -0.427373
-0.26643 -0.777331
-0.644038 -0.917625
0.98555 0.0916
-0.862242 -0.378476
-0.286396 -0.788291
-0.0724063 -0.246305
-0.840087 -0.464126
0.414746 0.932336
0.80136 0.576221
0.0854718 0.262744
0.422513 0.931975
0.285967 0.782358
0.50373 1.03428
0.564453 0.963001
-0.378982 -0.93507
-0.793929 -0.567345
0.72547 0.71831
-0.761588 -0.69784
-0.666441 -0.859473
-0.27684 -0.751053
0.693051 0.812625
0.654291 0.881868
0.400346 0.980851
0.375655 0.921604
0.0415148 0.0965896
-0.405827 -0.966606
0.0547613 0.18792
0.854585 0.392812
0.148977 0.470208
0.497764 0.983839
0.932582 0.199406
-0.64921 -0.853322
-0.658004 -0.870809
0.229931 0.703656
0.908588 0.242516
-0.882289 -0.406868
-0.747163 -0.710586
0.891492 0.335348
-0.730534 -0.798053
-0.354849 -0.9431
0.703064 0.815809
0.720417 0.734189
0.222465 0.629745
-0.721971 -0.731126
-0.778892 -0.597401
-0.690071 -0.799085
-0.683104 -0.839424
-0.611021 -0.971738
-0.242986 -0.646387
0.376154 0.939905
0.686978 0.868195
0.715583 0.761084
-0.706099 -0.844322
0.405075 0.992428
0.604323 0.931275
-0.301649 -0.854603
-0.914389 -0.281275
-0.718566 -0.778996
0.593273 0.993
-0.0413288 -0.160343
0.318078 0.792477
-0.403359 -0.953303
-0.090952 -0.3191
-0.494742 -0.97136
0.394486 0.906252
0.817685 0.545253
-0.7341 -0.721987
-0.945949 -0.168488
0.487599 1.03606
-0.729208 -0.771324
-0.326225 -0.873645
