-1 -0.8232
-0.99 -0.775
-0.98 -0.7478
-0.97 -0.7328
-0.96 -0.7106
-0.95 -0.6908
-0.94 -0.6688
-0.93 -0.653
-0.92 -0.6586
-0.91 -0.63
-0.9 -0.6034
-0.89 -0.6168
-0.88 -0.5848
-0.87 -0.5772
-0.86 -0.5578
-0.85 -0.548
-0.84 -0.5378
-0.83 -0.526
-0.82 -0.512
-0.81 -0.5156
-0.8 -0.4812
-0.79 -0.4664
-0.78 -0.4896
-0.77 -0.463
-0.76 -0.4392
-0.75 -0.4312
-0.74 -0.4244
-0.73 -0.4226
-0.72 -0.3934
-0.71 -0.4066
-0.7 -0.3828
-0.69 -0.3738
-0.68 -0.3622
-0.67 -0.3482
-0.66 -0.3398
-0.65 -0.3164
-0.64 -0.3224
-0.63 -0.3094
-0.62 -0.2882
-0.61 -0.2796
-0.6 -0.2702
-0.59 -0.2638
-0.58 -0.2536
-0.57 -0.2394
-0.56 -0.218
-0.55 -0.2138
-0.54 -0.2124
-0.53 -0.1802
-0.52 -0.1756
-0.51 -0.165
-0.5 -0.1882
-0.49 -0.17
-0.48 -0.1376
-0.47 -0.1504
-0.46 -0.1366
-0.45 -0.1294
-0.44 -0.1042
-0.43 -0.1064
-0.42 -0.0936
-0.41 -0.0876
-0.4 -0.0936
-0.39 -0.0814
-0.38 -0.063
-0.37 -0.0622
-0.36 -0.0492
-0.35 -0.0312
-0.34 -0.0182
-0.33 -0.0134
-0.32 -0.0032
-0.31 0.0152
-0.3 0.0296
-0.29 0.0284
-0.28 0.0438
-0.27 0.054
-0.26 0.0504
-0.25 0.082
-0.24 0.06
-0.23 0.0926
-0.22 0.1016
-0.21 0.091
-0.2 0.1176
-0.19 0.1284
-0.18 0.11
-0.17 0.1236
-0.16 0.1308
-0.15 0.1424
-0.14 0.1586
-0.13 0.1554
-0.12 0.166
-0.11 0.173
-0.1 0.1904
-0.09 0.1868
-0.08 0.209
-0.07 0.2198
-0.06 0.2344
-0.05 0.222
-0.04 0.2228
-0.03 0.2628
-0.02 0.2442
-0.01 0.2532
7.5287e-16 0.2724
0.01 0.272
0.02 0.2904
0.03 0.2808
0.04 0.3002
0.05 0.3172
0.06 0.314
0.07 0.324
0.08 0.3452
0.09 0.342
0.1 0.3394
0.11 0.3562
0.12 0.3672
0.13 0.3668
0.14 0.3962
0.15 0.394
0.16 0.4026
0.17 0.4166
0.18 0.4034
0.19 0.4268
0.2 0.4284
0.21 0.4414
0.22 0.46
0.23 0.4768
0.24 0.4646
0.25 0.4594
0.26 0.4954
0.27 0.4762
0.28 0.4824
0.29 0.5018
0.3 0.4994
0.31 0.5258
0.32 0.5152
0.33 0.5218
0.34 0.5374
0.35 0.5412
0.36 0.5498
0.37 0.5576
0.38 0.5472
0.39 0.577
0.4 0.5792
0.41 0.5958
0.42 0.595
0.43 0.6038
0.44 0.6078
0.45 0.6084
0.46 0.6136
0.47 0.6214
0.48 0.6358
0.49 0.6296
0.5 0.649
0.51 0.6438
0.52 0.6668
0.53 0.662
0.54 0.6624
0.55 0.6898
0.56 0.686
0.57 0.6924
0.58 0.708
0.59 0.6962
0.6 0.7002
0.61 0.7058
0.62 0.7166
0.63 0.7184
0.64 0.7248
0.65 0.7402
0.66 0.7512
0.67 0.741
0.68 0.7584
0.69 0.7512
0.7 0.7758
0.71 0.7778
0.72 0.7862
0.73 0.7856
0.74 0.7862
0.75 0.7864
0.76 0.7948
0.77 0.803
0.78 0.8132
0.79 0.8066
0.8 0.8198
0.81 0.8212
0.82 0.8428
0.83 0.8324
0.84 0.8274
0.85 0.8284
0.86 0.8394
0.87 0.8444
0.88 0.8468
0.89 0.8518
0.9 0.8468
0.91 0.857
0.92 0.8612
0.93 0.8558
0.94 0.8612
0.95 0.8696
0.96 0.8568
0.97 0.8584
0.98 0.8566
0.99 0.849
